zip,lat,lng,city,state_id,population,county_name,timezone
76234,33.27587,-97.51404,Decatur,TX,20912,Wise,America/Chicago
76115,32.67861,-97.33117,Fort Worth,TX,21044,Tarrant,America/Chicago
72116,34.80025,-92.24505,North Little Rock,AR,21090,Pulaski,America/Chicago
73130,35.45879,-97.34586,Oklahoma City,OK,21093,Oklahoma,America/Chicago
67114,38.07034,-97.28359,Newton,KS,21102,Harvey,America/Chicago
65738,37.13503,-93.49424,Republic,MO,21117,Greene,America/Chicago
63401,39.69046,-91.45986,Hannibal,MO,21125,Marion,America/Chicago
73010,35.09989,-97.67197,Blanchard,OK,21127,Grady,America/Chicago
75771,32.53542,-95.43006,Lindale,TX,21146,Smith,America/Chicago
38133,35.21292,-89.79474,Memphis,TN,21153,Shelby,America/Chicago
72002,34.6646,-92.5362,Alexander,AR,21386,Saline,America/Chicago
74112,36.14696,-95.90437,Tulsa,OK,21416,Tulsa,America/Chicago
64063,38.91224,-94.35341,Lees Summit,MO,21430,Jackson,America/Chicago
67226,37.76898,-97.21915,Wichita,KS,21441,Sedgwick,America/Chicago
73008,35.51383,-97.64536,Bethany,OK,21469,Oklahoma,America/Chicago
64029,39.00634,-94.21473,Grain Valley,MO,21643,Jackson,America/Chicago
63043,38.72962,-90.45659,Maryland Heights,MO,21651,St. Louis,America/Chicago
66208,38.99936,-94.62998,Prairie Village,KS,21754,Johnson,America/Chicago
74801,35.31749,-96.96824,Shawnee,OK,21804,Pottawatomie,America/Chicago
63139,38.61041,-90.29191,Saint Louis,MO,21811,St. Louis,America/Chicago
38106,35.10067,-90.0375,Memphis,TN,21827,Shelby,America/Chicago
75401,33.18506,-96.11556,Greenville,TX,21904,Hunt,America/Chicago
64131,38.95723,-94.57449,Kansas City,MO,21972,Jackson,America/Chicago
75218,32.84136,-96.70357,Dallas,TX,22028,Dallas,America/Chicago
65251,38.84902,-91.97911,Fulton,MO,22077,Callaway,America/Chicago
64506,39.79048,-94.80277,Saint Joseph,MO,22107,Buchanan,America/Chicago
65810,37.1174,-93.31707,Springfield,MO,22109,Greene,America/Chicago
63801,36.89698,-89.60672,Sikeston,MO,22121,Scott,America/Chicago
73135,35.39644,-97.42692,Oklahoma City,OK,22206,Oklahoma,America/Chicago
72205,34.74948,-92.3524,Little Rock,AR,22275,Pulaski,America/Chicago
76011,32.7543,-97.08223,Arlington,TX,22297,Tarrant,America/Chicago
38119,35.07986,-89.84593,Memphis,TN,22332,Shelby,America/Chicago
75225,32.86511,-96.79109,Dallas,TX,22383,Dallas,America/Chicago
74804,35.39358,-96.92399,Shawnee,OK,22405,Pottawatomie,America/Chicago
64157,39.27657,-94.47103,Kansas City,MO,22429,Clay,America/Chicago
75039,32.88592,-96.94042,Irving,TX,22450,Dallas,America/Chicago
63090,38.53176,-91.05047,Washington,MO,22471,Franklin,America/Chicago
67216,37.6089,-97.3143,Wichita,KS,22529,Sedgwick,America/Chicago
76105,32.72327,-97.26999,Fort Worth,TX,22550,Tarrant,America/Chicago
73003,35.66952,-97.49693,Edmond,OK,22573,Oklahoma,America/Chicago
72904,35.4151,-94.38338,Fort Smith,AR,22627,Sebastian,America/Chicago
72206,34.63042,-92.23833,Little Rock,AR,22640,Pulaski,America/Chicago
72211,34.74792,-92.41675,Little Rock,AR,22836,Pulaski,America/Chicago
74134,36.1106,-95.80156,Tulsa,OK,22856,Tulsa,America/Chicago
66604,39.03875,-95.72623,Topeka,KS,22876,Shawnee,America/Chicago
76086,32.75345,-97.78909,Weatherford,TX,22900,Parker,America/Chicago
67204,37.77167,-97.36341,Wichita,KS,22913,Sedgwick,America/Chicago
38104,35.13253,-90.00435,Memphis,TN,22925,Shelby,America/Chicago
67218,37.66851,-97.28039,Wichita,KS,22945,Sedgwick,America/Chicago
64052,39.07355,-94.45082,Independence,MO,22945,Jackson,America/Chicago
64134,38.9308,-94.48667,Kansas City,MO,22984,Jackson,America/Chicago
75159,32.60652,-96.53939,Seagoville,TX,22993,Dallas,America/Chicago
72802,35.31334,-93.06726,Russellville,AR,23104,Pope,America/Chicago
72104,34.34774,-92.81814,Malvern,AR,23222,Hot Spring,America/Chicago
75142,32.57004,-96.24637,Kaufman,TX,23301,Kaufman,America/Chicago
64086,38.91181,-94.29293,Lees Summit,MO,23483,Jackson,America/Chicago
74021,36.37915,-95.84758,Collinsville,OK,23504,Tulsa,America/Chicago
72118,34.83872,-92.32694,North Little Rock,AR,23540,Pulaski,America/Chicago
76006,32.78511,-97.10019,Arlington,TX,23594,Tarrant,America/Chicago
76148,32.86789,-97.25197,Fort Worth,TX,23608,Tarrant,America/Chicago
67502,38.12146,-97.92673,Hutchinson,KS,23617,Reno,America/Chicago
74115,36.1923,-95.90903,Tulsa,OK,23657,Tulsa,America/Chicago
75094,33.01871,-96.61481,Plano,TX,23669,Collin,America/Chicago
72761,36.17074,-94.45778,Siloam Springs,AR,23703,Benton,America/Chicago
75460,33.6627,-95.60296,Paris,TX,23717,Lamar,America/Chicago
66106,39.06631,-94.70384,Kansas City,KS,23762,Wyandotte,America/Chicago
38141,35.01599,-89.85472,Memphis,TN,23768,Shelby,America/Chicago
75253,32.67278,-96.61171,Dallas,TX,23822,Dallas,America/Chicago
76177,32.96999,-97.30611,Fort Worth,TX,24141,Tarrant,America/Chicago
72301,35.13363,-90.17883,West Memphis,AR,24182,Crittenden,America/Chicago
75020,33.77264,-96.60391,Denison,TX,24185,Grayson,America/Chicago
74037,36.00149,-95.98171,Jenks,OK,24244,Tulsa,America/Chicago
62650,39.73799,-90.22027,Jacksonville,IL,24318,Morgan,America/Chicago
76082,32.97098,-97.71783,Springtown,TX,24338,Parker,America/Chicago
75409,33.35223,-96.52808,Anna,TX,24381,Collin,America/Chicago
64114,38.9581,-94.59715,Kansas City,MO,24464,Jackson,America/Chicago
63121,38.70739,-90.30023,Saint Louis,MO,24571,St. Louis,America/Chicago
67501,37.97989,-97.9309,Hutchinson,KS,24589,Reno,America/Chicago
76008,32.68182,-97.62738,Aledo,TX,24699,Parker,America/Chicago
75240,32.93194,-96.78924,Dallas,TX,24718,Dallas,America/Chicago
75254,32.94571,-96.80127,Dallas,TX,24737,Dallas,America/Chicago
66762,37.39443,-94.71092,Pittsburg,KS,24814,Crawford,America/Chicago
64138,38.96852,-94.47088,Kansas City,MO,24830,Jackson,America/Chicago
66221,38.84786,-94.71437,Overland Park,KS,24835,Johnson,America/Chicago
65775,36.6995,-91.85999,West Plains,MO,24950,Howell,America/Chicago
66216,39.01405,-94.74136,Shawnee,KS,24955,Johnson,America/Chicago
75219,32.81087,-96.81315,Dallas,TX,25001,Dallas,America/Chicago
66223,38.86176,-94.66831,Overland Park,KS,25050,Johnson,America/Chicago
73044,35.86664,-97.43476,Guthrie,OK,25268,Logan,America/Chicago
64081,38.90971,-94.40953,Lees Summit,MO,25293,Jackson,America/Chicago
38122,35.1571,-89.92247,Memphis,TN,25310,Shelby,America/Chicago
73701,36.42323,-97.78833,Enid,OK,25313,Garfield,America/Chicago
73020,35.45588,-97.2619,Choctaw,OK,25351,Oklahoma,America/Chicago
38053,35.33583,-89.95,Millington,TN,25352,Shelby,America/Chicago
64850,36.86008,-94.3975,Neosho,MO,25355,Newton,America/Chicago
38024,36.03743,-89.38511,Dyersburg,TN,25357,Dyer,America/Chicago
38138,35.08477,-89.7993,Germantown,TN,25368,Shelby,America/Chicago
75205,32.83657,-96.79617,Dallas,TX,25537,Dallas,America/Chicago
64083,38.80082,-94.4483,Raymore,MO,25541,Cass,America/Chicago
63118,38.59237,-90.22534,Saint Louis,MO,25645,St. Louis,America/Chicago
72113,34.85926,-92.39875,Maumelle,AR,25648,Pulaski,America/Chicago
66441,38.98199,-96.80289,Junction City,KS,25654,Geary,America/Chicago
64030,38.87996,-94.52312,Grandview,MO,25673,Jackson,America/Chicago
72223,34.79251,-92.49091,Little Rock,AR,25706,Pulaski,America/Chicago
64836,37.18886,-94.28898,Carthage,MO,25727,Jasper,America/Chicago
63109,38.58483,-90.29563,Saint Louis,MO,25743,St. Louis,America/Chicago
75146,32.57608,-96.75137,Lancaster,TX,25804,Dallas,America/Chicago
76126,32.64374,-97.51767,Fort Worth,TX,25920,Tarrant,America/Chicago
66030,38.81519,-94.94114,Gardner,KS,25964,Johnson,America/Chicago
72501,35.79167,-91.65399,Batesville,AR,25988,Independence,America/Chicago
73107,35.48201,-97.5744,Oklahoma City,OK,25995,Oklahoma,America/Chicago
76034,32.89121,-97.1488,Colleyville,TX,25995,Tarrant,America/Chicago
76109,32.70115,-97.38378,Fort Worth,TX,26000,Tarrant,America/Chicago
75482,33.16929,-95.60946,Sulphur Springs,TX,26086,Hopkins,America/Chicago
75160,32.76466,-96.29835,Terrell,TX,26145,Kaufman,America/Chicago
75090,33.6054,-96.54657,Sherman,TX,26273,Grayson,America/Chicago
66215,38.95649,-94.74304,Lenexa,KS,26291,Johnson,America/Chicago
72713,36.30036,-94.28372,Bentonville,AR,26293,Benton,America/Chicago
72903,35.35241,-94.36042,Fort Smith,AR,26318,Sebastian,America/Chicago
38117,35.11504,-89.90551,Memphis,TN,26327,Shelby,America/Chicago
76132,32.66743,-97.41827,Fort Worth,TX,26432,Tarrant,America/Chicago
74701,34.00974,-96.3769,Durant,OK,26548,Bryan,America/Chicago
76114,32.77365,-97.40417,Fort Worth,TX,26665,Tarrant,America/Chicago
75022,33.02554,-97.11871,Flower Mound,TX,26691,Denton,America/Chicago
74075,36.17151,-97.0774,Stillwater,OK,26693,Payne,America/Chicago
75230,32.90202,-96.79226,Dallas,TX,26695,Dallas,America/Chicago
66104,39.15043,-94.68861,Kansas City,KS,26820,Wyandotte,America/Chicago
73127,35.47785,-97.64836,Oklahoma City,OK,26830,Oklahoma,America/Chicago
75455,33.21725,-94.98022,Mount Pleasant,TX,26863,Titus,America/Chicago
76018,32.66074,-97.08967,Arlington,TX,26887,Tarrant,America/Chicago
75180,32.71937,-96.61841,Balch Springs,TX,27006,Dallas,America/Chicago
75088,32.89368,-96.53929,Rowlett,TX,27128,Dallas,America/Chicago
76208,33.20917,-97.05786,Denton,TX,27186,Denton,America/Chicago
75503,33.51345,-94.13038,Texarkana,TX,27207,Bowie,America/Chicago
74105,36.0975,-95.9641,Tulsa,OK,27249,Tulsa,America/Chicago
66801,38.41105,-96.2221,Emporia,KS,27348,Lyon,America/Chicago
75092,33.64869,-96.70011,Sherman,TX,27372,Grayson,America/Chicago
63755,37.44351,-89.64193,Jackson,MO,27378,Cape Girardeau,America/Chicago
63379,38.99817,-90.99037,Troy,MO,27409,Lincoln,America/Chicago
64093,38.79057,-93.73206,Warrensburg,MO,27509,Johnson,America/Chicago
74006,36.71507,-95.89391,Bartlesville,OK,27550,Washington,America/Chicago
73064,35.37377,-97.75275,Mustang,OK,27620,Canadian,America/Chicago
66109,39.16367,-94.8283,Kansas City,KS,27715,Wyandotte,America/Chicago
67207,37.66567,-97.22923,Wichita,KS,27721,Sedgwick,America/Chicago
73132,35.54984,-97.64074,Oklahoma City,OK,27768,Oklahoma,America/Chicago
76209,33.2315,-97.11,Denton,TX,27859,Denton,America/Chicago
63367,38.77805,-90.79536,Lake Saint Louis,MO,27893,St. Charles,America/Chicago
72015,34.49298,-92.58974,Benton,AR,27902,Saline,America/Chicago
63028,38.14545,-90.39423,Festus,MO,27913,Jefferson,America/Chicago
73533,34.49484,-97.84774,Duncan,OK,27935,Stephens,America/Chicago
75212,32.78203,-96.87853,Dallas,TX,28010,Dallas,America/Chicago
75181,32.72696,-96.555,Mesquite,TX,28018,Dallas,America/Chicago
76012,32.75459,-97.13901,Arlington,TX,28043,Tarrant,America/Chicago
65616,36.67133,-93.24887,Branson,MO,28295,Taney,America/Chicago
73069,35.25028,-97.4633,Norman,OK,28314,Cleveland,America/Chicago
74137,36.02038,-95.92932,Tulsa,OK,28398,Tulsa,America/Chicago
64014,39.00893,-94.25533,Blue Springs,MO,28434,Jackson,America/Chicago
75252,32.99696,-96.78983,Dallas,TX,28500,Collin,America/Chicago
62226,38.53634,-90.00057,Belleville,IL,28543,St. Clair,America/Chicago
73162,35.58095,-97.6415,Oklahoma City,OK,28610,Oklahoma,America/Chicago
74501,34.98501,-95.78597,Mcalester,OK,28687,Pittsburg,America/Chicago
64151,39.21494,-94.63115,Kansas City,MO,28706,Platte,America/Chicago
63052,38.38983,-90.4358,Imperial,MO,28741,Jefferson,America/Chicago
64155,39.28031,-94.56801,Kansas City,MO,28754,Clay,America/Chicago
63640,37.75446,-90.36525,Farmington,MO,28800,St. Francois,America/Chicago
62703,39.76276,-89.63106,Springfield,IL,28820,Sangamon,America/Chicago
74017,36.39359,-95.57986,Claremore,OK,28901,Rogers,America/Chicago
72653,36.34292,-92.38603,Mountain Home,AR,28906,Baxter,America/Chicago
75407,33.1512,-96.48808,Princeton,TX,28931,Collin,America/Chicago
64012,38.78906,-94.55204,Belton,MO,28980,Cass,America/Chicago
66044,39.03187,-95.20991,Lawrence,KS,29052,Douglas,America/Chicago
63130,38.66491,-90.32495,Saint Louis,MO,29074,St. Louis,America/Chicago
71730,33.20303,-92.63458,El Dorado,AR,29187,Union,America/Chicago
74403,35.67427,-95.305,Muskogee,OK,29199,Muskogee,America/Chicago
76134,32.64331,-97.33103,Fort Worth,TX,29207,Tarrant,America/Chicago
76240,33.65654,-97.17766,Gainesville,TX,29271,Cooke,America/Chicago
71603,34.12881,-92.08492,Pine Bluff,AR,29274,Jefferson,America/Chicago
62221,38.51187,-89.89922,Belleville,IL,29281,St. Clair,America/Chicago
75208,32.75409,-96.83943,Dallas,TX,29310,Dallas,America/Chicago
75082,32.99208,-96.66536,Richardson,TX,29458,Collin,America/Chicago
72704,36.10475,-94.29539,Fayetteville,AR,29475,Washington,America/Chicago
75048,32.9704,-96.58139,Sachse,TX,29600,Dallas,America/Chicago
65536,37.68942,-92.64974,Lebanon,MO,29680,Laclede,America/Chicago
71901,34.52682,-92.97247,Hot Springs National Park,AR,29719,Garland,America/Chicago
72404,35.77656,-90.78356,Jonesboro,AR,29722,Craighead,America/Chicago
73703,36.44022,-97.9634,Enid,OK,29722,Garfield,America/Chicago
65101,38.49143,-92.15009,Jefferson City,MO,29777,Cole,America/Chicago
76201,33.22122,-97.14715,Denton,TX,29832,Denton,America/Chicago
66213,38.89885,-94.70517,Overland Park,KS,30024,Johnson,America/Chicago
72019,34.63498,-92.69926,Benton,AR,30030,Saline,America/Chicago
62002,38.93988,-90.12829,Alton,IL,30036,Madison,America/Chicago
66102,39.11246,-94.68842,Kansas City,KS,30062,Wyandotte,America/Chicago
63128,38.49369,-90.38306,Saint Louis,MO,30106,St. Louis,America/Chicago
67037,37.56646,-97.22095,Derby,KS,30108,Sedgwick,America/Chicago
72601,36.23669,-93.09181,Harrison,AR,30180,Boone,America/Chicago
75009,33.3384,-96.75185,Celina,TX,30257,Collin,America/Chicago
73119,35.4215,-97.56896,Oklahoma City,OK,30307,Oklahoma,America/Chicago
73112,35.51823,-97.5745,Oklahoma City,OK,30422,Oklahoma,America/Chicago
38135,35.23876,-89.8497,Memphis,TN,30490,Shelby,America/Chicago
76182,32.88257,-97.20969,North Richland Hills,TX,30771,Tarrant,America/Chicago
67203,37.70402,-97.36497,Wichita,KS,30869,Sedgwick,America/Chicago
63146,38.70135,-90.47634,Saint Louis,MO,30917,St. Louis,America/Chicago
62301,39.93139,-91.38741,Quincy,IL,30987,Adams,America/Chicago
74464,35.94419,-94.97365,Tahlequah,OK,30990,Cherokee,America/Chicago
74063,36.15201,-96.19206,Sand Springs,OK,31007,Tulsa,America/Chicago
76107,32.74176,-97.38202,Fort Worth,TX,31112,Tarrant,America/Chicago
76040,32.82133,-97.10488,Euless,TX,31172,Tarrant,America/Chicago
76016,32.68907,-97.18868,Arlington,TX,31191,Tarrant,America/Chicago
72204,34.71739,-92.3582,Little Rock,AR,31219,Pulaski,America/Chicago
62702,39.82377,-89.64286,Springfield,IL,31251,Sangamon,America/Chicago
64152,39.21278,-94.72271,Kansas City,MO,31300,Platte,America/Chicago
76092,32.95562,-97.14879,Southlake,TX,31344,Tarrant,America/Chicago
66049,38.97773,-95.34729,Lawrence,KS,31351,Douglas,America/Chicago
76053,32.81683,-97.17898,Hurst,TX,31377,Tarrant,America/Chicago
76052,32.98205,-97.38037,Haslet,TX,31569,Tarrant,America/Chicago
74820,34.80691,-96.71348,Ada,OK,31679,Pontotoc,America/Chicago
74136,36.06188,-95.9419,Tulsa,OK,31682,Tulsa,America/Chicago
75010,33.03058,-96.90148,Carrollton,TX,31687,Denton,America/Chicago
76140,32.62012,-97.27036,Fort Worth,TX,31693,Tarrant,America/Chicago
75604,32.51374,-94.82919,Longview,TX,31714,Gregg,America/Chicago
64015,39.02099,-94.3006,Blue Springs,MO,31814,Jackson,America/Chicago
62234,38.68214,-89.9815,Collinsville,IL,31832,Madison,America/Chicago
74074,36.07832,-97.06452,Stillwater,OK,31934,Payne,America/Chicago
74066,35.99379,-96.1676,Sapulpa,OK,31953,Creek,America/Chicago
75041,32.88101,-96.65149,Garland,TX,31981,Dallas,America/Chicago
76117,32.80374,-97.26766,Haltom City,TX,32086,Tarrant,America/Chicago
76110,32.70678,-97.33843,Fort Worth,TX,32089,Tarrant,America/Chicago
73159,35.38563,-97.5794,Oklahoma City,OK,32172,Oklahoma,America/Chicago
74008,35.92614,-95.87575,Bixby,OK,32433,Tulsa,America/Chicago
65401,37.90691,-91.76374,Rolla,MO,32476,Phelps,America/Chicago
67217,37.61535,-97.36239,Wichita,KS,32529,Sedgwick,America/Chicago
66614,39.01362,-95.84115,Topeka,KS,32586,Shawnee,America/Chicago
64119,39.21137,-94.5186,Kansas City,MO,32615,Clay,America/Chicago
73110,35.44808,-97.3945,Oklahoma City,OK,32693,Oklahoma,America/Chicago
63125,38.51867,-90.29269,Saint Louis,MO,32701,St. Louis,America/Chicago
75036,33.13339,-96.91453,Frisco,TX,32726,Denton,America/Chicago
66212,38.9563,-94.68154,Overland Park,KS,32804,Johnson,America/Chicago
76020,32.90102,-97.56483,Azle,TX,32866,Parker,America/Chicago
75232,32.65878,-96.83968,Dallas,TX,32967,Dallas,America/Chicago
76014,32.69201,-97.08814,Arlington,TX,32987,Tarrant,America/Chicago
76002,32.62233,-97.09265,Arlington,TX,32990,Tarrant,America/Chicago
75234,32.92423,-96.88904,Dallas,TX,32998,Dallas,America/Chicago
75038,32.87231,-96.97946,Irving,TX,33097,Dallas,America/Chicago
74011,35.98154,-95.81007,Broken Arrow,OK,33191,Tulsa,America/Chicago
72209,34.6805,-92.33974,Little Rock,AR,33200,Pulaski,America/Chicago
76087,32.66995,-97.79065,Weatherford,TX,33353,Parker,America/Chicago
72120,34.89776,-92.24431,Sherwood,AR,33393,Pulaski,America/Chicago
75238,32.87855,-96.70785,Dallas,TX,33439,Dallas,America/Chicago
75204,32.80216,-96.78885,Dallas,TX,33552,Dallas,America/Chicago
75241,32.667,-96.75903,Dallas,TX,33598,Dallas,America/Chicago
63114,38.70218,-90.36224,Saint Louis,MO,33703,St. Louis,America/Chicago
75229,32.8939,-96.86517,Dallas,TX,33924,Dallas,America/Chicago
72956,35.46895,-94.3489,Van Buren,AR,34102,Crawford,America/Chicago
65721,36.9805,-93.21045,Ozark,MO,34112,Christian,America/Chicago
76036,32.57366,-97.41434,Crowley,TX,34145,Tarrant,America/Chicago
63010,38.42964,-90.3932,Arnold,MO,34405,Jefferson,America/Chicago
63119,38.58868,-90.35104,Saint Louis,MO,34574,St. Louis,America/Chicago
75605,32.58385,-94.71554,Longview,TX,34584,Gregg,America/Chicago
73120,35.58049,-97.57248,Oklahoma City,OK,34651,Oklahoma,America/Chicago
75501,33.37413,-94.13168,Texarkana,TX,34656,Bowie,America/Chicago
63901,36.77168,-90.45012,Poplar Bluff,MO,34920,Butler,America/Chicago
75214,32.82899,-96.74348,Dallas,TX,35006,Dallas,America/Chicago
72032,35.07393,-92.36451,Conway,AR,35120,Faulkner,America/Chicago
65714,37.03801,-93.31976,Nixa,MO,35243,Christian,America/Chicago
65301,38.69922,-93.22104,Sedalia,MO,35347,Pettis,America/Chicago
75089,32.93195,-96.54435,Rowlett,TX,35400,Dallas,America/Chicago
76021,32.8523,-97.13128,Bedford,TX,35437,Tarrant,America/Chicago
75224,32.71117,-96.83953,Dallas,TX,35452,Dallas,America/Chicago
64133,39.01406,-94.45689,Kansas City,MO,35470,Jackson,America/Chicago
71854,33.44445,-93.90504,Texarkana,AR,35487,Miller,America/Chicago
72143,35.2279,-91.73613,Searcy,AR,35523,White,America/Chicago
62269,38.59844,-89.91294,O'Fallon,IL,35536,St. Clair,America/Chicago
66048,39.27891,-94.98527,Leavenworth,KS,35551,Leavenworth,America/Chicago
76013,32.72027,-97.15652,Arlington,TX,35910,Tarrant,America/Chicago
72703,36.1155,-94.04897,Fayetteville,AR,35964,Washington,America/Chicago
75081,32.94969,-96.70899,Richardson,TX,36065,Dallas,America/Chicago
64055,39.05061,-94.39848,Independence,MO,36092,Jackson,America/Chicago
62025,38.83004,-89.93298,Edwardsville,IL,36156,Madison,America/Chicago
73401,34.21045,-97.11434,Ardmore,OK,36228,Carter,America/Chicago
63011,38.60337,-90.55847,Ballwin,MO,36274,St. Louis,America/Chicago
76106,32.81417,-97.35209,Fort Worth,TX,36374,Tarrant,America/Chicago
64801,37.11056,-94.4974,Joplin,MO,36398,Jasper,America/Chicago
72023,34.95909,-92.05925,Cabot,AR,36813,Lonoke,America/Chicago
38115,35.05499,-89.86362,Memphis,TN,36878,Shelby,America/Chicago
64804,37.01955,-94.51137,Joplin,MO,36995,Newton,America/Chicago
64068,39.25924,-94.39042,Liberty,MO,37466,Clay,America/Chicago
75248,32.96957,-96.79542,Dallas,TX,37644,Dallas,America/Chicago
75231,32.87695,-96.74967,Dallas,TX,37695,Dallas,America/Chicago
75032,32.85756,-96.42858,Rockwall,TX,37895,Rockwall,America/Chicago
76180,32.83994,-97.22468,North Richland Hills,TX,37900,Tarrant,America/Chicago
75042,32.91401,-96.67466,Garland,TX,38040,Dallas,America/Chicago
75075,33.02163,-96.74043,Plano,TX,38041,Collin,America/Chicago
72712,36.39837,-94.22196,Bentonville,AR,38072,Benton,America/Chicago
76001,32.63076,-97.15408,Arlington,TX,38177,Tarrant,America/Chicago
38018,35.13781,-89.76647,Cordova,TN,38357,Shelby,America/Chicago
72076,34.91072,-92.14303,Jacksonville,AR,38647,Pulaski,America/Chicago
75206,32.83161,-96.77032,Dallas,TX,38795,Dallas,America/Chicago
63701,37.33522,-89.58043,Cape Girardeau,MO,38809,Cape Girardeau,America/Chicago
38118,35.03655,-89.93021,Memphis,TN,39162,Shelby,America/Chicago
75069,33.16805,-96.59671,Mckinney,TX,39332,Collin,America/Chicago
38127,35.23795,-90.01753,Memphis,TN,39553,Shelby,America/Chicago
62704,39.77358,-89.68503,Springfield,IL,39597,Sangamon,America/Chicago
75220,32.86692,-96.87571,Dallas,TX,39809,Dallas,America/Chicago
75051,32.72635,-96.99375,Grand Prairie,TX,40263,Dallas,America/Chicago
65804,37.14822,-93.25294,Springfield,MO,40271,Greene,America/Chicago
62040,38.71592,-90.10078,Granite City,IL,40365,Madison,America/Chicago
76248,32.92988,-97.22972,Keller,TX,40389,Tarrant,America/Chicago
65109,38.57365,-92.27791,Jefferson City,MO,40390,Cole,America/Chicago
72450,36.0784,-90.51695,Paragould,AR,40464,Greene,America/Chicago
76226,33.10775,-97.17196,Argyle,TX,40516,Denton,America/Chicago
76039,32.8592,-97.08422,Euless,TX,40664,Tarrant,America/Chicago
75077,33.07921,-97.06401,Lewisville,TX,40883,Denton,America/Chicago
72756,36.32214,-93.9922,Rogers,AR,41278,Benton,America/Chicago
63136,38.74418,-90.25979,Saint Louis,MO,41314,St. Louis,America/Chicago
38116,35.03213,-90.01001,Memphis,TN,41393,Shelby,America/Chicago
63122,38.57853,-90.42133,Saint Louis,MO,41724,St. Louis,America/Chicago
73170,35.32743,-97.55068,Oklahoma City,OK,41746,Cleveland,America/Chicago
75087,32.94581,-96.44136,Rockwall,TX,41786,Rockwall,America/Chicago
72401,35.86835,-90.66193,Jonesboro,AR,42065,Craighead,America/Chicago
64118,39.21301,-94.57497,Kansas City,MO,42213,Clay,America/Chicago
63033,38.7958,-90.27786,Florissant,MO,42258,St. Louis,America/Chicago
63116,38.57999,-90.26501,Saint Louis,MO,42470,St. Louis,America/Chicago
38134,35.17674,-89.85992,Memphis,TN,42500,Shelby,America/Chicago
76123,32.62298,-97.40262,Fort Worth,TX,42777,Tarrant,America/Chicago
38125,35.02537,-89.78936,Memphis,TN,42793,Shelby,America/Chicago
74014,36.05538,-95.66819,Broken Arrow,OK,43072,Wagoner,America/Chicago
63017,38.65143,-90.53722,Chesterfield,MO,43074,St. Louis,America/Chicago
73071,35.23728,-97.4131,Norman,OK,43105,Cleveland,America/Chicago
65803,37.28464,-93.29036,Springfield,MO,43159,Greene,America/Chicago
66502,39.14146,-96.52906,Manhattan,KS,43247,Riley,America/Chicago
67212,37.70247,-97.43658,Wichita,KS,43278,Sedgwick,America/Chicago
38111,35.11014,-89.94429,Memphis,TN,43308,Shelby,America/Chicago
63304,38.70583,-90.68666,Saint Charles,MO,43389,St. Charles,America/Chicago
76262,33.01137,-97.22101,Roanoke,TX,43589,Denton,America/Chicago
38109,35.0341,-90.13533,Memphis,TN,43764,Shelby,America/Chicago
38002,35.28854,-89.70926,Arlington,TN,43868,Shelby,America/Chicago
38128,35.22623,-89.92612,Memphis,TN,44027,Shelby,America/Chicago
75189,32.94821,-96.30941,Royse City,TX,44348,Rockwall,America/Chicago
76112,32.74831,-97.21828,Fort Worth,TX,44379,Tarrant,America/Chicago
73012,35.66815,-97.59315,Edmond,OK,44385,Oklahoma,America/Chicago
38016,35.17956,-89.76046,Cordova,TN,44390,Shelby,America/Chicago
75050,32.77428,-97.0037,Grand Prairie,TX,44402,Dallas,America/Chicago
75019,32.96183,-96.984,Coppell,TX,44707,Dallas,America/Chicago
76108,32.77943,-97.51811,Fort Worth,TX,44762,Tarrant,America/Chicago
75024,33.07712,-96.80826,Plano,TX,45051,Collin,America/Chicago
63026,38.50195,-90.45995,Fenton,MO,45267,St. Louis,America/Chicago
75063,32.90797,-96.9961,Irving,TX,45486,Dallas,America/Chicago
63368,38.7516,-90.72895,O'Fallon,MO,45862,St. Charles,America/Chicago
65802,37.21048,-93.35167,Springfield,MO,46005,Greene,America/Chicago
75093,33.03521,-96.80943,Plano,TX,46491,Collin,America/Chicago
63303,38.74013,-90.54266,Saint Charles,MO,46627,St. Charles,America/Chicago
76210,33.14985,-97.0962,Denton,TX,46790,Denton,America/Chicago
75044,32.96299,-96.6531,Garland,TX,46847,Dallas,America/Chicago
71913,34.44677,-93.09981,Hot Springs National Park,AR,46853,Garland,America/Chicago
75078,33.24526,-96.80791,Prosper,TX,46857,Collin,America/Chicago
76017,32.66223,-97.16237,Arlington,TX,47020,Tarrant,America/Chicago
75060,32.79774,-96.95295,Irving,TX,47170,Dallas,America/Chicago
72762,36.18747,-94.22794,Springdale,AR,47402,Washington,America/Chicago
65202,39.01721,-92.29822,Columbia,MO,47543,Boone,America/Chicago
75006,32.96165,-96.89717,Carrollton,TX,47648,Dallas,America/Chicago
72758,36.29898,-94.14099,Rogers,AR,47781,Benton,America/Chicago
73034,35.69877,-97.42665,Edmond,OK,47868,Oklahoma,America/Chicago
75013,33.11463,-96.69413,Allen,TX,48557,Collin,America/Chicago
75028,33.03382,-97.0629,Flower Mound,TX,48636,Denton,America/Chicago
74133,36.04113,-95.87955,Tulsa,OK,48686,Tulsa,America/Chicago
75023,33.05657,-96.73286,Plano,TX,48878,Collin,America/Chicago
72701,35.9873,-94.08179,Fayetteville,AR,48964,Washington,America/Chicago
